pic_name,class_mi,run.thisRepN,run.thisTrialN,run.thisN,run.thisIndex,trial.thisRepN,trial.thisTrialN,trial.thisN,trial.thisIndex,thisRow.t,notes,pre_run.started,text_pre_run.started,key_resp_start.started,pre_run.stopped,key_resp_start.keys,key_resp_start.rt,key_resp_start.duration,wait_screen.started,text_2.started,wait_screen.stopped,pre_cue.started,hor_line_precue.started,ver_line_precue.started,hor_line_precue.stopped,ver_line_precue.stopped,pre_cue.stopped,MI.started,image_mi.started,image_mi.stopped,MI.stopped,pause.started,text_pause.started,text_pause.stopped,pause.stopped,run_break.started,text.started,key_resp.started,run_break.stopped,key_resp.keys,key_resp.rt,key_resp.duration,post_run.started,text_post_run.started,key_resp_end.started,post_run.stopped,key_resp_end.keys,key_resp_end.rt,key_resp_end.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,0.012697400059551,0.029064100002869964,0.029064100002869964,43.657347300089896,space,43.617790700052865,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,571787,001,2024-07-26_10h17.50.967,bci_racingteam,2024.1.5,None,2024-07-26 10h17.56.668058 +0200,
pics/mental_singing.JPG,mental_singing,0,0,0,0,0,0,0,3,46.69218830007594,,,,,,,,,43.658955799997784,43.67250410001725,46.659005300025456,46.67510059999768,46.69218830007594,46.69218830007594,48.71092590002809,48.71092590002809,48.67843230010476,48.67847340006847,48.71092590002809,53.21531120000873,53.19944600004237,53.199485999997705,53.21531120000873,55.71781940001529,55.70199810003396,,,,,,,,,,,,,,,571787,001,2024-07-26_10h17.50.967,bci_racingteam,2024.1.5,None,2024-07-26 10h17.56.668058 +0200,
pics/left_hand.JPG,left_hand,0,0,0,0,0,1,1,2,55.71781940001529,,,,,,,,,,,,55.70273100002669,55.71781940001529,55.71781940001529,57.719802600098774,57.719802600098774,57.7040113999974,57.704053900088184,57.719802600098774,62.22428730002139,62.20843190001324,62.208473200094886,62.22428730002139,64.72675300005358,64.71097860008013,,,,,,,,,,,,,,,571787,001,2024-07-26_10h17.50.967,bci_racingteam,2024.1.5,None,2024-07-26 10h17.56.668058 +0200,
pics/right_foot.JPG,right_foot,0,0,0,0,0,2,2,1,64.72675300005358,,,,,,,,,,,,64.71178210002836,64.72675300005358,64.72675300005358,66.72873950004578,66.72873950004578,66.71296630008146,66.71300770004746,66.72873950004578,71.23323910008185,71.217415500083,71.21745500003453,71.23323910008185,73.73588450008538,73.71987300005276,,,,,,,,,,,,,,,571787,001,2024-07-26_10h17.50.967,bci_racingteam,2024.1.5,None,2024-07-26 10h17.56.668058 +0200,
pics/left_foot.JPG,left_foot,0,0,0,0,0,3,3,0,73.73588450008538,,,,,,,,,,,,73.72061409999151,73.73588450008538,73.73588450008538,75.73771730007138,75.73771730007138,75.7218827001052,75.7219233000651,75.73771730007138,80.24223090009764,80.22647540003527,80.22652350005228,80.24223090009764,82.74470590008423,82.72891230008099,,,,,,,,,,,,,,,571787,001,2024-07-26_10h17.50.967,bci_racingteam,2024.1.5,None,2024-07-26 10h17.56.668058 +0200,
pics/left_hand.JPG,left_hand,0,0,0,0,1,0,4,2,82.74470590008423,,,,,,,,,,,,82.72968900005799,82.74470590008423,82.74470590008423,84.74649620009586,84.74649620009586,84.73061550001148,84.73065490007866,84.74649620009586,89.25110680004582,89.23528310004622,89.23532320000231,89.25110680004582,91.75368640001398,91.73787880002055,,,,,,,,,,,,,,,571787,001,2024-07-26_10h17.50.967,bci_racingteam,2024.1.5,None,2024-07-26 10h17.56.668058 +0200,
pics/left_foot.JPG,left_foot,0,0,0,0,1,1,5,0,91.75368640001398,,,,,,,,,,,,91.73862910002936,91.75368640001398,91.75368640001398,93.75563060003333,93.75563060003333,93.73982680006884,93.73986710002646,93.75563060003333,98.26008350006305,98.24429770000279,98.24434050009586,98.26008350006305,100.76253060007002,100.74679810006637,,,,,,,,,,,,,,,571787,001,2024-07-26_10h17.50.967,bci_racingteam,2024.1.5,None,2024-07-26 10h17.56.668058 +0200,
pics/mental_singing.JPG,mental_singing,0,0,0,0,1,2,6,3,100.76253060007002,,,,,,,,,,,,100.74762660008855,100.76253060007002,100.76253060007002,102.78121010004543,102.78121010004543,102.7489051000448,102.74895060004201,102.78121010004543,107.28577970003244,107.26993430010043,107.2699861000292,107.28577970003244,109.78819260001183,109.77241249999497,,,,,,,,,,,,,,,571787,001,2024-07-26_10h17.50.967,bci_racingteam,2024.1.5,None,2024-07-26 10h17.56.668058 +0200,
pics/left_foot.JPG,left_foot,0,0,0,0,1,3,7,0,109.78819260001183,,,,,,,,,,,,109.77314210007899,109.78819260001183,109.78819260001183,111.79019700002391,111.79019700002391,111.77439999999478,111.7744401000673,111.79019700002391,116.2947413000511,116.27885750005953,116.27889680000953,116.2947413000511,118.79718760005198,118.78134149999823,,,,,,,,,,,,,,,571787,001,2024-07-26_10h17.50.967,bci_racingteam,2024.1.5,None,2024-07-26 10h17.56.668058 +0200,
pics/mental_singing.JPG,mental_singing,0,0,0,0,2,0,8,3,118.79718760005198,,,,,,,,,,,,118.78205959999468,118.79718760005198,118.79718760005198,120.81584090006072,120.81584090006072,120.78342890006024,120.78346800000872,120.81584090006072,125.32034990005195,125.30463290004991,125.304673000006,125.32034990005195,127.82280590001028,127.80693960003555,,,,,,,,,,,,,,,571787,001,2024-07-26_10h17.50.967,bci_racingteam,2024.1.5,None,2024-07-26 10h17.56.668058 +0200,
