pic_name,class_mi,run.thisRepN,run.thisTrialN,run.thisN,run.thisIndex,trial.thisRepN,trial.thisTrialN,trial.thisN,trial.thisIndex,thisRow.t,notes,pre_run.started,text_pre_run.started,key_resp_start.started,pre_run.stopped,key_resp_start.keys,key_resp_start.rt,key_resp_start.duration,wait_screen.started,text_2.started,wait_screen.stopped,pre_cue.started,hor_line_precue.started,ver_line_precue.started,hor_line_precue.stopped,ver_line_precue.stopped,pre_cue.stopped,MI.started,image_mi.started,image_mi.stopped,MI.stopped,pause.started,text_pause.started,text_pause.stopped,pause.stopped,run_break.started,text.started,key_resp.started,run_break.stopped,key_resp.keys,key_resp.rt,key_resp.duration,post_run.started,text_post_run.started,key_resp_end.started,post_run.stopped,key_resp_end.keys,key_resp_end.rt,key_resp_end.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,0.02310989995021373,0.03978240001015365,0.03978240001015365,19.070556799997576,space,18.957586099975742,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543092,001,2024-07-26_10h44.46.134,bci_racingteam,2024.1.5,None,2024-07-26 10h44.53.974463 +0200,
pics/left_hand.JPG,left_hand,0,0,0,0,0,0,0,2,22.111704899929464,,,,,,,,,19.071694499929436,19.091976700001396,22.078413999988697,22.094990900019184,22.111704899929464,22.111704899929464,24.11374890001025,24.11374890001025,24.097813099971972,24.09784549998585,24.11374890001025,28.61813820002135,28.60207080002874,28.60209629999008,28.61813820002135,31.12063020002097,31.10449769999832,,,,,,,,,,,,,,,543092,001,2024-07-26_10h44.46.134,bci_racingteam,2024.1.5,None,2024-07-26 10h44.53.974463 +0200,
pics/mental_singing.JPG,mental_singing,0,0,0,0,0,1,1,3,31.12063020002097,,,,,,,,,,,,31.104893199983053,31.12063020002097,31.12063020002097,33.12257889995817,33.12257889995817,33.1062342999503,33.10625730000902,33.12257889995817,37.627131299930625,37.61086300003808,37.61088589997962,37.627131299930625,40.12955069995951,40.113431100035086,,,,,,,,,,,,,,,543092,001,2024-07-26_10h44.46.134,bci_racingteam,2024.1.5,None,2024-07-26 10h44.53.974463 +0200,
pics/right_foot.JPG,right_foot,0,0,0,0,0,2,2,1,40.12955069995951,,,,,,,,,,,,40.11383739998564,40.12955069995951,40.12955069995951,42.13155900000129,42.13155900000129,42.115430400008336,42.11545339995064,42.13155900000129,46.63606089993846,46.61994040000718,46.61996709997766,46.63606089993846,49.13838759995997,49.122171800001524,,,,,,,,,,,,,,,543092,001,2024-07-26_10h44.46.134,bci_racingteam,2024.1.5,None,2024-07-26 10h44.53.974463 +0200,
pics/right_foot.JPG,right_foot,0,0,0,0,0,3,3,1,49.13838759995997,,,,,,,,,,,,49.12258019996807,49.13838759995997,49.13838759995997,51.140513099962845,51.140513099962845,51.12439769995399,51.12441960000433,51.140513099962845,55.64501219999511,55.62906299997121,55.629105099942535,55.64501219999511,58.147474900004454,58.13133160001598,,,,,,,,,,,,,,,543092,001,2024-07-26_10h44.46.134,bci_racingteam,2024.1.5,None,2024-07-26 10h44.53.974463 +0200,
pics/left_hand.JPG,left_hand,0,0,0,0,1,0,4,2,58.147474900004454,,,,,,,,,,,,58.13172730000224,58.147474900004454,58.147474900004454,60.149464200017974,60.149464200017974,60.13335180003196,60.13337759999558,60.149464200017974,64.65398169995751,64.63788980001118,64.63791499997023,64.65398169995751,67.15644379996229,67.14029010001104,,,,,,,,,,,,,,,543092,001,2024-07-26_10h44.46.134,bci_racingteam,2024.1.5,None,2024-07-26 10h44.53.974463 +0200,
pics/mental_singing.JPG,mental_singing,0,0,0,0,1,1,5,3,67.15644379996229,,,,,,,,,,,,67.1406910000369,67.15644379996229,67.15644379996229,69.1584783999715,69.1584783999715,69.14222349994816,69.14224610000383,69.1584783999715,73.66291069996078,73.64672329998575,73.64674619992729,73.66291069996078,76.16537459997926,76.14924059994519,,,,,,,,,,,,,,,543092,001,2024-07-26_10h44.46.134,bci_racingteam,2024.1.5,None,2024-07-26 10h44.53.974463 +0200,
pics/right_foot.JPG,right_foot,0,0,0,0,1,2,6,1,76.16537459997926,,,,,,,,,,,,76.14968329994008,76.16537459997926,76.16537459997926,78.16736500000115,78.16736500000115,78.15135189995635,78.15137819992378,78.16736500000115,82.67180789995473,82.65560139995068,82.65562340000179,82.67180789995473,85.1743359999964,85.15815999999177,,,,,,,,,,,,,,,543092,001,2024-07-26_10h44.46.134,bci_racingteam,2024.1.5,None,2024-07-26 10h44.53.974463 +0200,
pics/right_foot.JPG,right_foot,0,0,0,0,1,3,7,1,85.1743359999964,,,,,,,,,,,,85.15856459992938,85.1743359999964,85.1743359999964,87.17632910003886,87.17632910003886,87.16023559996393,87.16025610000361,87.17632910003886,91.68091190000996,91.66464149998501,91.66466350003611,91.68091190000996,94.183292599977,94.16726749995723,,,,,,,,,,,,,,,543092,001,2024-07-26_10h44.46.134,bci_racingteam,2024.1.5,None,2024-07-26 10h44.53.974463 +0200,
pics/left_hand.JPG,left_hand,0,0,0,0,2,0,8,2,94.183292599977,,,,,,,,,,,,94.16767410002649,94.183292599977,94.183292599977,96.18526699999347,96.18526699999347,96.16917090001516,96.16919289994985,96.18526699999347,100.68978849996347,100.67354230000637,100.67356699996162,100.68978849996347,103.19223849999253,103.1761145000346,,,,,,,,,,,,,,,543092,001,2024-07-26_10h44.46.134,bci_racingteam,2024.1.5,None,2024-07-26 10h44.53.974463 +0200,
pics/left_foot.JPG,left_foot,0,0,0,0,2,1,9,0,103.19223849999253,,,,,,,,,,,,103.17650950001553,103.19223849999253,103.19223849999253,105.19422930001747,105.19422930001747,105.17805570003111,105.17807879997417,105.19422930001747,109.69873209996149,109.68260129995178,109.68262610002421,109.69873209996149,112.20117230003234,112.18508199998178,,,,,,,,,,,,,,,543092,001,2024-07-26_10h44.46.134,bci_racingteam,2024.1.5,None,2024-07-26 10h44.53.974463 +0200,
pics/left_hand.JPG,left_hand,0,0,0,0,2,2,10,2,112.20117230003234,,,,,,,,,,,,112.18550140003208,112.20117230003234,112.20117230003234,114.20305489993189,114.20305489993189,114.18700449995231,114.18702710000798,114.20305489993189,118.70768649992533,118.6915250000311,118.69154799997341,118.70768649992533,121.21021869999822,121.19395690003876,,,,,,,,,,,,,,,543092,001,2024-07-26_10h44.46.134,bci_racingteam,2024.1.5,None,2024-07-26 10h44.53.974463 +0200,
pics/left_foot.JPG,left_foot,0,0,0,0,2,3,11,0,121.21021869999822,,,,,,,,,,,,121.19436690001749,121.21021869999822,121.21021869999822,123.21210340003017,123.21210340003017,123.19599799998105,123.19602129992563,123.21210340003017,127.71661809994839,127.70042829995509,127.70044980000239,127.71661809994839,130.21905590000097,130.2031091999961,,,,,,,,,,,,,,,543092,001,2024-07-26_10h44.46.134,bci_racingteam,2024.1.5,None,2024-07-26 10h44.53.974463 +0200,
pics/left_foot.JPG,left_foot,0,0,0,0,3,0,12,0,130.21905590000097,,,,,,,,,,,,130.20373840001412,130.21905590000097,130.21905590000097,132.221101299976,132.221101299976,132.20486319996417,132.20488560001832,132.221101299976,136.7255769999465,136.70935789996292,136.70937980001327,136.7255769999465,139.2280669999309,139.21196190000046,,,,,,,,,,,,,,,543092,001,2024-07-26_10h44.46.134,bci_racingteam,2024.1.5,None,2024-07-26 10h44.53.974463 +0200,
pics/mental_singing.JPG,mental_singing,0,0,0,0,3,1,13,3,139.2280669999309,,,,,,,,,,,,139.2123573999852,139.2280669999309,139.2280669999309,141.22998549998738,141.22998549998738,141.2139043000061,141.21392789995298,141.22998549998738,145.73453300003894,145.71841359999962,145.71843419992365,145.73453300003894,148.23696889996063,148.22079529997427,,,,,,,,,,,,,,,543092,001,2024-07-26_10h44.46.134,bci_racingteam,2024.1.5,None,2024-07-26 10h44.53.974463 +0200,
pics/mental_singing.JPG,mental_singing,0,0,0,0,3,2,14,3,148.23696889996063,,,,,,,,,,,,148.22119169996586,148.23696889996063,148.23696889996063,150.23895609995816,150.23895609995816,150.22285839996766,150.22288040001877,150.23895609995816,154.743492999929,154.7272928999737,154.72731510002632,154.743492999929,157.24595829995815,157.22979260003194,,,,,,,,,,,,,,,543092,001,2024-07-26_10h44.46.134,bci_racingteam,2024.1.5,None,2024-07-26 10h44.53.974463 +0200,
pics/mental_singing.JPG,mental_singing,0,0,0,0,3,3,15,3,157.24595829995815,,,,,,,,,,,,157.23018870002124,157.24595829995815,157.24595829995815,159.24791679996997,159.24791679996997,159.23181469994597,159.23185169999488,159.24791679996997,163.75223430001643,163.7365210999269,163.73656649992336,163.75223430001643,166.2549012999516,166.23879339999985,,,,,,,,,,,,,,,543092,001,2024-07-26_10h44.46.134,bci_racingteam,2024.1.5,None,2024-07-26 10h44.53.974463 +0200,
pics/left_foot.JPG,left_foot,0,0,0,0,4,0,16,0,166.2549012999516,,,,,,,,,,,,166.2391930000158,166.2549012999516,166.2549012999516,168.2569182999432,168.2569182999432,168.2406976999482,168.24072100000922,168.2569182999432,172.76143289997708,172.74545329995453,172.74548659997527,172.76143289997708,175.26385440002196,175.24768509995192,,,,,,,,,,,,,,,543092,001,2024-07-26_10h44.46.134,bci_racingteam,2024.1.5,None,2024-07-26 10h44.53.974463 +0200,
pics/left_hand.JPG,left_hand,0,0,0,0,4,1,17,2,175.26385440002196,,,,,,,,,,,,175.24809449992608,175.26385440002196,175.26385440002196,177.26599200000055,177.26599200000055,177.24980270001106,177.24983039998915,177.26599200000055,181.77028139994945,181.7542259999318,181.7542519000126,181.77028139994945,184.2727661000099,184.25661709997803,,,,,,,,,,,,,,,543092,001,2024-07-26_10h44.46.134,bci_racingteam,2024.1.5,None,2024-07-26 10h44.53.974463 +0200,
pics/right_foot.JPG,right_foot,0,0,0,0,4,2,18,1,184.2727661000099,,,,,,,,,,,,184.25701499998104,184.2727661000099,184.2727661000099,186.27480869996361,186.27480869996361,186.25866049993783,186.25868279999122,186.27480869996361,190.77936459996272,190.7633742999751,190.76340840000194,190.77936459996272,193.2817632999504,193.26567450002767,,,,,,,,,,,,,,,543092,001,2024-07-26_10h44.46.134,bci_racingteam,2024.1.5,None,2024-07-26 10h44.53.974463 +0200,
pics/left_foot.JPG,left_foot,0,0,0,0,4,3,19,0,193.2817632999504,,,,,,,,,,,,193.26609759998973,193.2817632999504,193.2817632999504,195.28380400000606,195.28380400000606,195.26767919992562,195.26770369999576,195.28380400000606,199.78824239992537,199.77215919992886,199.77218540001195,199.78824239992537,202.29072599997744,202.27457929996308,,,,,,,,,,,,,,,543092,001,2024-07-26_10h44.46.134,bci_racingteam,2024.1.5,None,2024-07-26 10h44.53.974463 +0200,
,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.2746921000071,202.29072599997744,202.29072599997744,331.7704405999975,space,129.47655480005778,None,,,,,,,,543092,001,2024-07-26_10h44.46.134,bci_racingteam,2024.1.5,None,2024-07-26 10h44.53.974463 +0200,
pics/mental_singing.JPG,mental_singing,1,0,1,0,0,0,0,3,334.788945499924,,,,,,,,,331.7713047999423,331.78602210001554,334.77246949996334,334.78068710002117,334.788945499924,334.788945499924,336.79096090001985,336.79096090001985,336.7749105999246,336.77493509999476,336.79096090001985,341.2955236999551,341.27936039993074,341.2793840999948,341.2955236999551,343.7979284999892,343.78177819994744,,,,,,,,,,,,,,,543092,001,2024-07-26_10h44.46.134,bci_racingteam,2024.1.5,None,2024-07-26 10h44.53.974463 +0200,
