thisRow.t,notes,pre_run.started,text_pre_run.started,key_resp_start.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.01208420004695654,0.028668800019659102,0.028668800019659102,,,,,,,,
