thisN,thisTrialN,thisRepN,pic_name,class_mi,run.thisRepN,run.thisTrialN,run.thisN,run.thisIndex,trial.thisRepN,trial.thisTrialN,trial.thisN,trial.thisIndex,thisRow.t,notes,piloting,pre_block.started,text_pre_block.started,key_resp_start.started,pre_block.stopped,key_resp_start.keys,key_resp_start.rt,key_resp_start.duration,wait_screen.started,text_wait_screen.started,text_wait_screen.stopped,wait_screen.stopped,MI.started,move_circle.started,mi_circle.started,image_mi.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,False,0.009523299988359213,0.022388999990653247,0.022388999990653247,0.8421864999691024,space,0.8091622999636456,None,,,,,,,,,413737\,001,2026-06-19_09h41.10.630,bci_circle,,2026.1.1,113.44569750353598,2026-06-19 09h41.10.732920 +0200,
0,0,0,pics/feet.JPG,feet,0,0,0,0,0,0,0,1,3.85277739999583,,,,,,,,,,0.8424788999836892,0.8484259999822825,3.85277739999583,3.8323221000027843,3.8420014000148512,3.85277739999583,3.85277739999583,3.85277739999583,,,,,,,,,
