thisN,thisTrialN,thisRepN,pic_name,class_mi,run.thisRepN,run.thisTrialN,run.thisN,run.thisIndex,trial.thisRepN,trial.thisTrialN,trial.thisN,trial.thisIndex,thisRow.t,notes,piloting,pre_block.started,text_pre_block.started,key_resp_start.started,pre_block.stopped,key_resp_start.keys,key_resp_start.rt,key_resp_start.duration,wait_screen.started,text_wait_screen.started,text_wait_screen.stopped,wait_screen.stopped,MI.started,move_circle.started,mi_circle.started,image_mi.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,False,0.015705400030128658,0.023106400039978325,0.023106400039978325,0.25295770005322993,space,0.22260259999893606,None,,,,,,,,,255320,001,2026-06-23_13h29.25.592,bci_circle,,2026.1.1,120.11507016255734,2026-06-23 13h29.25.665855 +0200,
0,0,0,pics/feet.JPG,feet,0,0,0,0,0,0,0,1,3.277058499981649,,,,,,,,,,0.25321530003566295,0.26083919999655336,3.277058499981649,3.2444262000499293,3.2522054000291973,3.277058499981649,3.277058499981649,3.277058499981649,,,,,,,,,
