thisN,thisTrialN,thisRepN,pic_name,class_mi,run.thisRepN,run.thisTrialN,run.thisN,run.thisIndex,trial.thisRepN,trial.thisTrialN,trial.thisN,trial.thisIndex,thisRow.t,notes,piloting,pre_block.started,text_pre_block.started,key_resp_start.started,pre_block.stopped,key_resp_start.keys,key_resp_start.rt,key_resp_start.duration,wait_screen.started,text_wait_screen.started,wait_screen.stopped,MI.started,move_circle.started,mi_circle.started,image_mi.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,False,0.0048383999965153635,0.018159300030674785,0.018159300030674785,1.0989378000376746,space,0.998087799991481,None,,,,,,,,076362,001,2026-06-19_09h29.59.792,bci_circle,,2026.1.1,120.18710725817817,2026-06-19 09h30.00.197068 +0200,
0,0,0,pics/right_hand.JPG, right_hand,0,0,0,0,0,0,0,3,4.258162100042682,,,,,,,,,,1.0995132999960333,1.1131135000032373,4.101457600016147,4.144622299994808,4.258162100042682,4.258162100042682,4.258162100042682,,,,,,,,,
