thisN,thisTrialN,thisRepN,pic_name,class_mi,run.thisRepN,run.thisTrialN,run.thisN,run.thisIndex,trial.thisRepN,trial.thisTrialN,trial.thisN,trial.thisIndex,thisRow.t,notes,piloting,pre_block.started,text_pre_block.started,key_resp_start.started,pre_block.stopped,key_resp_start.keys,key_resp_start.rt,key_resp_start.duration,wait_screen.started,text_wait_screen.started,text_wait_screen.stopped,wait_screen.stopped,MI.started,move_circle.started,mi_circle.started,image_mi.started,MI.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,False,0.0041717999847605824,0.01281139999628067,0.01281139999628067,0.22658699995372444,space,0.20335009996779263,None,,,,,,,,,,428434,001,2026-06-23_13h25.14.046,bci_circle,,2026.1.1,120.17930760513725,2026-06-23 13h25.14.114457 +0200,
0,0,0,pics/left_hand.JPG,left_hand,0,0,0,0,0,0,0,0,3.2418718999251723,,,,,,,,,,0.22686379996594042,0.23815989994909614,3.2418718999251723,3.2217608999926597,3.2285490999929607,3.2418718999251723,3.2418718999251723,3.2418718999251723,9.901077499962412,428434,001,2026-06-23_13h25.14.046,bci_circle,,2026.1.1,120.17930760513725,2026-06-23 13h25.14.114457 +0200,
1,1,0,pics/none.JPG,rest,0,0,0,0,0,1,1,2,9.908432599972002,,,,,,,,,,,,,,9.902546199969947,9.908432599972002,9.908432599972002,9.908432599972002,16.591291999910027,428434,001,2026-06-23_13h25.14.046,bci_circle,,2026.1.1,120.17930760513725,2026-06-23 13h25.14.114457 +0200,
2,2,0,pics/feet.JPG,feet,,,,,0,2,2,1,16.60023589991033,,,,,,,,,,,,,,16.593660199898295,16.60023589991033,16.60023589991033,16.60023589991033,,,,,,,,,,
