thisN,thisTrialN,thisRepN,pic_name,class_mi,run.thisRepN,run.thisTrialN,run.thisN,run.thisIndex,trial.thisRepN,trial.thisTrialN,trial.thisN,trial.thisIndex,thisRow.t,notes,piloting,pre_block.started,text_pre_block.started,key_resp_start.started,pre_block.stopped,key_resp_start.keys,key_resp_start.rt,key_resp_start.duration,wait_screen.started,text_wait_screen.started,text_wait_screen.stopped,wait_screen.stopped,MI.started,move_circle.started,mi_circle.started,image_mi.started,move_circle.stopped,mi_circle.stopped,image_mi.stopped,MI.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,False,0.006673500000033528,0.01958389999344945,0.01958389999344945,0.666859699995257,space,0.6345146999810822,None,,,,,,,,,,,,,769804,001,2026-06-19_09h48.32.831,bci_circle,,2026.1.1,117.68000920623614,2026-06-19 09h48.32.922806 +0200,
0,0,0,pics/none.JPG,rest,0,0,0,0,0,0,0,2,3.6775750999804586,,,,,,,,,,0.6672399999806657,0.6736459999810904,3.6775750999804586,3.6575010999804363,3.66928780003218,3.6775750999804586,3.6775750999804586,3.6775750999804586,8.169506300007924,8.169506300007924,8.169506300007924,8.161907900008373,769804,001,2026-06-19_09h48.32.831,bci_circle,,2026.1.1,117.68000920623614,2026-06-19 09h48.32.922806 +0200,
1,1,0,pics/left_hand.JPG,left_hand,0,0,0,0,0,1,1,0,8.169506300007924,,,,,,,,,,,,,,8.163406900013797,8.169506300007924,8.169506300007924,8.169506300007924,12.662592999986373,12.662592999986373,12.662592999986373,12.653986199991778,769804,001,2026-06-19_09h48.32.831,bci_circle,,2026.1.1,117.68000920623614,2026-06-19 09h48.32.922806 +0200,
2,2,1,pics/left_hand.JPG,left_hand,0,0,0,0,1,2,2,0,12.662592999986373,,,,,,,,,,,,,,12.655745800002478,12.662592999986373,12.662592999986373,12.662592999986373,17.159582699998282,17.159582699998282,17.159582699998282,17.150766799983103,769804,001,2026-06-19_09h48.32.831,bci_circle,,2026.1.1,117.68000920623614,2026-06-19 09h48.32.922806 +0200,
3,3,1,pics/none.JPG,rest,0,0,0,0,1,3,3,2,17.159582699998282,,,,,,,,,,,,,,17.15243240003474,17.159582699998282,17.159582699998282,17.159582699998282,21.653152799990494,21.653152799990494,21.653152799990494,21.643786400032695,769804,001,2026-06-19_09h48.32.831,bci_circle,,2026.1.1,117.68000920623614,2026-06-19 09h48.32.922806 +0200,
4,4,2,pics/left_hand.JPG,left_hand,0,0,0,0,2,4,4,0,21.653152799990494,,,,,,,,,,,,,,21.645758100028615,21.653152799990494,21.653152799990494,21.653152799990494,26.14668280002661,26.14668280002661,26.14668280002661,26.13690059998771,769804,001,2026-06-19_09h48.32.831,bci_circle,,2026.1.1,117.68000920623614,2026-06-19 09h48.32.922806 +0200,
5,5,0,pics/feet.JPG,feet,,,,,0,5,5,1,26.14668280002661,,,,,,,,,,,,,,26.139707099995576,26.14668280002661,26.14668280002661,26.14668280002661,,,,,,,,,,,,,
