thisN,thisTrialN,thisRepN,pic_name,class_mi,run.thisRepN,run.thisTrialN,run.thisN,run.thisIndex,trial.thisRepN,trial.thisTrialN,trial.thisN,trial.thisIndex,thisRow.t,notes,piloting,pre_block.started,text_pre_block.started,key_resp_start.started,pre_block.stopped,key_resp_start.keys,key_resp_start.rt,key_resp_start.duration,wait_screen.started,text_2.started,text_2.stopped,wait_screen.stopped,pre_cue.started,hor_line_precue.started,ver_line_precue.started,rot_line_precue.started,point_left.started,hor_line_precue.stopped,ver_line_precue.stopped,rot_line_precue.stopped,point_left.stopped,pre_cue.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,False,0.002823700000590179,0.007466000002750661,0.007466000002750661,2.3000346000044374,space,2.2823729000010644,None,,,,,,,,,,,,,,,170206,001,2026-06-16_16h12.16.341,bci_racingteam,,2026.1.1,120.79278721805724,2026-06-16 16h12.16.481573 +0200,
0,0,0,pics/left_hand.JPG,left_hand,0,0,0,0,0,0,0,0,5.300832100001571,,,,,,,,,,2.3004199000060908,2.305650100002822,5.300832100001571,5.288995500006422,5.2960053000060725,5.300832100001571,5.300832100001571,5.300832100001571,5.300832100001571,7.297194500002661,7.297194500002661,7.297194500002661,7.297194500002661,7.289526000000478,170206,001,2026-06-16_16h12.16.341,bci_racingteam,,2026.1.1,120.79278721805724,2026-06-16 16h12.16.481573 +0200,
1,1,0,pics/feet.JPG,feet,0,0,0,0,0,1,1,1,7.297194500002661,,,,,,,,,,,,,,7.2897169000061695,7.297194500002661,7.297194500002661,7.297194500002661,7.297194500002661,9.288547500000277,9.288547500000277,9.288547500000277,9.288547500000277,9.281122600004892,170206,001,2026-06-16_16h12.16.341,bci_racingteam,,2026.1.1,120.79278721805724,2026-06-16 16h12.16.481573 +0200,
2,2,0,pics/none.JPG,rest,0,0,0,0,0,2,2,2,9.288547500000277,,,,,,,,,,,,,,9.28128220000508,9.288547500000277,9.288547500000277,9.288547500000277,9.288547500000277,11.280209600001399,11.280209600001399,11.280209600001399,11.280209600001399,11.27361610000662,170206,001,2026-06-16_16h12.16.341,bci_racingteam,,2026.1.1,120.79278721805724,2026-06-16 16h12.16.481573 +0200,
3,3,1,pics/none.JPG,rest,0,0,0,0,1,3,3,2,11.280209600001399,,,,,,,,,,,,,,11.273756000002322,11.280209600001399,11.280209600001399,11.280209600001399,11.280209600001399,13.27196200000617,13.27196200000617,13.27196200000617,13.27196200000617,13.265197400003672,170206,001,2026-06-16_16h12.16.341,bci_racingteam,,2026.1.1,120.79278721805724,2026-06-16 16h12.16.481573 +0200,
4,4,2,pics/none.JPG,rest,,,,,2,4,4,2,13.27196200000617,,,,,,,,,,,,,,13.265314100004616,13.27196200000617,13.27196200000617,13.27196200000617,13.27196200000617,,,,,,,,,,,,,,
