thisN,thisTrialN,thisRepN,pic_name,class_mi,run.thisRepN,run.thisTrialN,run.thisN,run.thisIndex,trial.thisRepN,trial.thisTrialN,trial.thisN,trial.thisIndex,thisRow.t,notes,piloting,pre_block.started,text_pre_block.started,key_resp_start.started,pre_block.stopped,key_resp_start.keys,key_resp_start.rt,key_resp_start.duration,wait_screen.started,text_2.started,text_2.stopped,wait_screen.stopped,pre_cue.started,hor_line_precue.started,ver_line_precue.started,rot_line_precue.started,hor_line_precue.stopped,ver_line_precue.stopped,rot_line_precue.stopped,pre_cue.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,False,0.0029869999998481944,0.006838699999207165,0.006838699999207165,0.3178031999996165,space,0.3009885999999824,None,,,,,,,,,,,,,080956,001,2026-06-16_15h57.13.517,bci_racingteam,,2026.1.1,120.17381940687986,2026-06-16 15h57.13.667041 +0200,
0,0,0,pics/left_hand.JPG,left_hand,0,0,0,0,0,0,0,0,3.3291209999952116,,,,,,,,,,0.31817299999966053,0.3240475999991759,3.3291209999952116,3.3085879999998724,3.3227888999972492,3.3291209999952116,3.3291209999952116,3.3291209999952116,5.324915899996995,5.324915899996995,5.324915899996995,5.317453299998306,080956,001,2026-06-16_15h57.13.517,bci_racingteam,,2026.1.1,120.17381940687986,2026-06-16 15h57.13.667041 +0200,
1,1,1,pics/left_hand.JPG,left_hand,,,,,1,1,1,0,5.324915899996995,,,,,,,,,,,,,,5.317627500000526,5.324915899996995,5.324915899996995,5.324915899996995,,,,,,,,,,,,,
