thisRow.t,notes,piloting,pre_block.started,text_pre_block.started,key_resp_start.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,False,0.006502500036731362,0.015092900022864342,0.015092900022864342,,,,,,,,,
