thisN,thisTrialN,thisRepN,pic_name,class_mi,run.thisRepN,run.thisTrialN,run.thisN,run.thisIndex,trial.thisRepN,trial.thisTrialN,trial.thisN,trial.thisIndex,thisRow.t,notes,piloting,pre_block.started,text_pre_block.started,key_resp_start.started,pre_block.stopped,key_resp_start.keys,key_resp_start.rt,key_resp_start.duration,wait_screen.started,text_wait_screen.started,text_wait_screen.stopped,wait_screen.stopped,MI.started,move_circle.started,mi_circle.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,False,0.01667230000020936,0.025008800002979115,0.025008800002979115,1.2204331000102684,space,1.1871046999876853,None,,,,,,,,093927 ,001,2026-06-17_16h01.10.962,bci_circle,,2026.1.1,120.3692447041007,2026-06-17 16h01.11.037861 +0200,
0,0,0,pics/none.JPG,rest,0,0,0,0,0,0,0,2,4.220338699989952,,,,,,,,,,1.2206850000075065,1.2256038000050467,4.220338699989952,4.209477900003549,4.2148788000049535,4.220338699989952,4.220338699989952,,,,,,,,,
