4.0877 	INFO 	Loaded monitor calibration from ['2025_05_09 18:17']
0.6672 	EXP 	New trial (rep=0, index=0): <Trial 0 (0 in rep 0) data={'thisN': 0, 'thisTrialN': 0, 'thisRepN': 0}>
0.6736 	EXP 	text_pre_block: autoDraw = False
0.6736 	EXP 	text_wait_screen: autoDraw = True
0.7906 	EXP 	Device response: <KeyPress from None: t=0.6541458999854513, value=space, duration=0.13292620005086064>
3.6669 	EXP 	Imported classes.csv as conditions, 4 conditions, 2 params
3.6675 	EXP 	New trial (rep=0, index=0): <Trial 0 (0 in rep 0) data={'pic_name': 'pics/none.JPG', 'class_mi': 'rest', 'thisN': 0, 'thisTrialN': 0, 'thisRepN': 0}>
3.6776 	EXP 	text_wait_screen: autoDraw = False
3.6776 	EXP 	text_wait_screen: autoDraw = False
3.6776 	EXP 	image_mi: image = 'pics/none.JPG'
3.6776 	EXP 	move_circle: autoDraw = True
3.6776 	EXP 	mi_circle: autoDraw = True
3.6776 	EXP 	image_mi: autoDraw = True
8.1620 	EXP 	New trial (rep=0, index=1): <Trial 1 (1 in rep 0) data={'pic_name': 'pics/left_hand.JPG', 'class_mi': 'left_hand', 'thisN': 1, 'thisTrialN': 1, 'thisRepN': 0}>
8.1695 	EXP 	move_circle: autoDraw = False
8.1695 	EXP 	mi_circle: autoDraw = False
8.1695 	EXP 	image_mi: autoDraw = False
8.1695 	EXP 	move_circle: autoDraw = False
8.1695 	EXP 	mi_circle: autoDraw = False
8.1695 	EXP 	image_mi: autoDraw = False
8.1695 	EXP 	image_mi: image = 'pics/left_hand.JPG'
8.1695 	EXP 	move_circle: autoDraw = True
8.1695 	EXP 	mi_circle: autoDraw = True
8.1695 	EXP 	image_mi: autoDraw = True
12.6541 	EXP 	New trial (rep=1, index=2): <Trial 2 (2 in rep 1) data={'pic_name': 'pics/left_hand.JPG', 'class_mi': 'left_hand', 'thisN': 2, 'thisTrialN': 2, 'thisRepN': 1}>
12.6626 	EXP 	move_circle: autoDraw = False
12.6626 	EXP 	mi_circle: autoDraw = False
12.6626 	EXP 	image_mi: autoDraw = False
12.6626 	EXP 	move_circle: autoDraw = False
12.6626 	EXP 	mi_circle: autoDraw = False
12.6626 	EXP 	image_mi: autoDraw = False
12.6626 	EXP 	image_mi: image = 'pics/left_hand.JPG'
12.6626 	EXP 	move_circle: autoDraw = True
12.6626 	EXP 	mi_circle: autoDraw = True
12.6626 	EXP 	image_mi: autoDraw = True
17.1509 	EXP 	New trial (rep=1, index=3): <Trial 3 (3 in rep 1) data={'pic_name': 'pics/none.JPG', 'class_mi': 'rest', 'thisN': 3, 'thisTrialN': 3, 'thisRepN': 1}>
17.1596 	EXP 	move_circle: autoDraw = False
17.1596 	EXP 	mi_circle: autoDraw = False
17.1596 	EXP 	image_mi: autoDraw = False
17.1596 	EXP 	move_circle: autoDraw = False
17.1596 	EXP 	mi_circle: autoDraw = False
17.1596 	EXP 	image_mi: autoDraw = False
17.1596 	EXP 	image_mi: image = 'pics/none.JPG'
17.1596 	EXP 	move_circle: autoDraw = True
17.1596 	EXP 	mi_circle: autoDraw = True
17.1596 	EXP 	image_mi: autoDraw = True
21.6439 	EXP 	New trial (rep=2, index=4): <Trial 4 (4 in rep 2) data={'pic_name': 'pics/left_hand.JPG', 'class_mi': 'left_hand', 'thisN': 4, 'thisTrialN': 4, 'thisRepN': 2}>
21.6532 	EXP 	move_circle: autoDraw = False
21.6532 	EXP 	mi_circle: autoDraw = False
21.6532 	EXP 	image_mi: autoDraw = False
21.6532 	EXP 	move_circle: autoDraw = False
21.6532 	EXP 	mi_circle: autoDraw = False
21.6532 	EXP 	image_mi: autoDraw = False
21.6532 	EXP 	image_mi: image = 'pics/left_hand.JPG'
21.6532 	EXP 	move_circle: autoDraw = True
21.6532 	EXP 	mi_circle: autoDraw = True
21.6532 	EXP 	image_mi: autoDraw = True
26.1370 	EXP 	New trial (rep=0, index=5): <Trial 5 (5 in rep 0) data={'pic_name': 'pics/feet.JPG', 'class_mi': 'feet', 'thisN': 5, 'thisTrialN': 5, 'thisRepN': 0}>
26.1467 	EXP 	move_circle: autoDraw = False
26.1467 	EXP 	mi_circle: autoDraw = False
26.1467 	EXP 	image_mi: autoDraw = False
26.1467 	EXP 	move_circle: autoDraw = False
26.1467 	EXP 	mi_circle: autoDraw = False
26.1467 	EXP 	image_mi: autoDraw = False
26.1467 	EXP 	image_mi: image = 'pics/feet.JPG'
26.1467 	EXP 	move_circle: autoDraw = True
26.1467 	EXP 	mi_circle: autoDraw = True
26.1467 	EXP 	image_mi: autoDraw = True
27.9485 	DATA 	Keypress: escape
27.9560 	EXP 	Device response: <KeyPress from None: t=27.947648800036404, value=escape, duration=None>
27.9897 	EXP 	Device response: <KeyPress from None: t=27.947648800036404, value=escape, duration=0.037689499964471906>
27.9897 	EXP 	bci_circle: status = STOPPED
27.9972 	EXP 	move_circle: autoDraw = False
27.9972 	EXP 	mi_circle: autoDraw = False
27.9972 	EXP 	image_mi: autoDraw = False
27.9973 	EXP 	bci_circle: status = STOPPED
28.0050 	INFO 	saved data to 'D:\\STUDIUM\\TU\\Mirage91\\Brain-Computer Interface Conference\\Code\\data\\769804_bci_circle_2026-06-19_09h48.29.502.csv'
28.0062 	INFO 	saved data to D:\STUDIUM\TU\Mirage91\Brain-Computer Interface Conference\Code\data\769804_bci_circle_2026-06-19_09h48.29.502.psydat
28.1809 	WARNING 	Stopping key buffers but this could be dangerous ifother keyboards rely on the same.
