thisN,thisTrialN,thisRepN,pic_name,class_mi,run.thisRepN,run.thisTrialN,run.thisN,run.thisIndex,trial.thisRepN,trial.thisTrialN,trial.thisN,trial.thisIndex,thisRow.t,notes,piloting,pre_block.started,text_pre_block.started,key_resp_start.started,pre_block.stopped,key_resp_start.keys,key_resp_start.rt,key_resp_start.duration,wait_screen.started,text_wait_screen.started,text_wait_screen.stopped,wait_screen.stopped,MI.started,move_circle.started,mi_circle.started,image_mi.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,False,0.011145800002850592,0.019075199961662292,0.019075199961662292,3.5235762000083923,space,3.4929691999568604,None,,,,,,,,,848375,001,2026-06-20_16h44.53.124,bci_circle,,2026.1.1,119.51443677770887,2026-06-20 16h44.53.198499 +0200,
0,0,0,pics/right_hand.JPG, right_hand,0,0,0,0,0,0,0,3,6.533616799977608,,,,,,,,,,3.523827600001823,3.5292294999817386,6.533616799977608,6.513543899985962,6.520232099981513,6.533616799977608,6.533616799977608,6.533616799977608,,,,,,,,,
