thisN,thisTrialN,thisRepN,pic_name,class_mi,run.thisRepN,run.thisTrialN,run.thisN,run.thisIndex,trial.thisRepN,trial.thisTrialN,trial.thisN,trial.thisIndex,thisRow.t,notes,piloting,pre_block.started,text_pre_block.started,key_resp_start.started,pre_block.stopped,key_resp_start.keys,key_resp_start.rt,key_resp_start.duration,wait_screen.started,text_wait_screen.started,text_wait_screen.stopped,wait_screen.stopped,MI.started,move_circle.started,mi_circle.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,False,0.010934599995380268,0.022924499993678182,0.022924499993678182,0.34668539999984205,space,0.3215562000114005,None,,,,,,,,822828,001,2026-06-17_16h12.28.524,bci_circle,,2026.1.1,91.48611881119965,2026-06-17 16h12.28.614605 +0200,
0,0,0,pics/left_hand.JPG,left_hand,0,0,0,0,0,0,0,0,3.3695461000024807,,,,,,,,,,0.3472598999796901,0.35658479999983683,3.3695461000024807,3.3470234999840613,3.3592805999796838,3.3695461000024807,3.3695461000024807,,,,,,,,,
