thisN,thisTrialN,thisRepN,run.thisRepN,run.thisTrialN,run.thisN,run.thisIndex,thisRow.t,notes,piloting,pre_block.started,text_pre_block.started,key_resp_start.started,pre_block.stopped,key_resp_start.keys,key_resp_start.rt,key_resp_start.duration,wait_screen.started,text_2.started,text_2.stopped,wait_screen.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,False,0.0032531000033486634,0.007872000001952983,0.007872000001952983,1.190668100003677,space,1.1152384000015445,None,,,,,952312,001,2026-06-16_15h54.45.488,bci_racingteam,,2026.1.1,119.84803269193277,2026-06-16 15h54.45.656706 +0200,
0,0,0,0,0,0,0,1.196661399997538,,,,,,,,,,1.191339999997581,1.196661399997538,,4.182261200003268,,,,,,,,,
