thisN,thisTrialN,thisRepN,pic_name,class_mi,run.thisRepN,run.thisTrialN,run.thisN,run.thisIndex,trial.thisRepN,trial.thisTrialN,trial.thisN,trial.thisIndex,thisRow.t,notes,piloting,pre_block.started,text_pre_block.started,key_resp_start.started,pre_block.stopped,key_resp_start.keys,key_resp_start.rt,key_resp_start.duration,wait_screen.started,text_wait_screen.started,wait_screen.stopped,MI.started,move_circle.started,mi_circle.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,False,0.007368299993686378,0.020575800008373335,0.020575800008373335,0.3912324999982957,space,0.3626001999946311,None,,,,,,,730411,001,2026-06-17_16h13.02.376,bci_circle,,2026.1.1,105.0469822567454,2026-06-17 16h13.02.455684 +0200,
0,0,0,pics/feet.JPG,feet,0,0,0,0,0,0,0,1,3.413458499999251,,,,,,,,,,0.3917634999961592,0.4048717999830842,3.3936725999810733,3.40272549999645,3.413458499999251,3.413458499999251,,,,,,,,,
