thisRow.t,notes,piloting,pre_block.started,text_pre_block.started,key_resp_start.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,False,0.00578419998055324,0.014018699992448092,0.014018699992448092,,,,,,,,,
