thisN,thisTrialN,thisRepN,pic_name,class_mi,run.thisRepN,run.thisTrialN,run.thisN,run.thisIndex,trial.thisRepN,trial.thisTrialN,trial.thisN,trial.thisIndex,thisRow.t,notes,piloting,pre_block.started,text_pre_block.started,key_resp_start.started,pre_block.stopped,key_resp_start.keys,key_resp_start.rt,key_resp_start.duration,wait_screen.started,text_wait_screen.started,text_wait_screen.stopped,wait_screen.stopped,MI.started,move_circle.started,mi_circle.started,image_mi.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,False,0.012656099977903068,0.025690499984193593,0.025690499984193593,0.5724349999800324,space,0.5354750000406057,None,,,,,,,,,690127,001,2026-06-19_09h44.44.124,bci_circle,,2026.1.1,113.79658408429837,2026-06-19 09h44.44.219405 +0200,
0,0,0,pics/feet.JPG,feet,0,0,0,0,0,0,0,1,3.591345100023318,,,,,,,,,,0.5727804999914952,0.5872979999985546,3.591345100023318,3.5710208999807946,3.5807888000272214,3.591345100023318,3.591345100023318,3.591345100023318,,,,,,,,,
