thisN,thisTrialN,thisRepN,pic_name,class_mi,run.thisRepN,run.thisTrialN,run.thisN,run.thisIndex,trial.thisRepN,trial.thisTrialN,trial.thisN,trial.thisIndex,thisRow.t,notes,piloting,pre_block.started,text_pre_block.started,key_resp_start.started,pre_block.stopped,key_resp_start.keys,key_resp_start.rt,key_resp_start.duration,wait_screen.started,text_wait_screen.started,text_wait_screen.stopped,wait_screen.stopped,MI.started,move_circle.started,mi_circle.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,False,0.012452199996914715,0.02015850000316277,0.02015850000316277,0.6828553999948781,space,0.6518245000042953,None,,,,,,,,848532,001,2026-06-17_16h21.28.750,bci_circle,,2026.1.1,120.21499250625253,2026-06-17 16h21.28.816116 +0200,
0,0,0,pics/feet.JPG,feet,0,0,0,0,0,0,0,1,0.6878348000172991,,,,,,,,,,0.6830947000125889,0.6878348000172991,,3.6717207999899983,3.6770911999919917,,,,,,,,,,,
