thisN,thisTrialN,thisRepN,pic_name,class_mi,run.thisRepN,run.thisTrialN,run.thisN,run.thisIndex,trial.thisRepN,trial.thisTrialN,trial.thisN,trial.thisIndex,thisRow.t,notes,piloting,pre_block.started,text_pre_block.started,key_resp_start.started,pre_block.stopped,key_resp_start.keys,key_resp_start.rt,key_resp_start.duration,wait_screen.started,text_wait_screen.started,text_wait_screen.stopped,wait_screen.stopped,MI.started,move_circle.started,mi_circle.started,image_mi.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,False,0.013089599960949272,0.027013299986720085,0.027013299986720085,0.2544293999671936,space,0.21804180002072826,None,,,,,,,,,710295,001,2026-06-19_09h38.08.229,bci_circle,,2026.1.1,116.95400314003194,2026-06-19 09h38.08.319937 +0200,
0,0,0,pics/left_hand.JPG,left_hand,0,0,0,0,0,0,0,0,3.265782099973876,,,,,,,,,,0.2547202999703586,0.2609453999903053,3.265782099973876,3.2453212999971583,3.253322599979583,3.265782099973876,3.265782099973876,3.265782099973876,,,,,,,,,
