thisN,thisTrialN,thisRepN,pic_name,class_mi,run.thisRepN,run.thisTrialN,run.thisN,run.thisIndex,trial.thisRepN,trial.thisTrialN,trial.thisN,trial.thisIndex,thisRow.t,notes,piloting,pre_block.started,text_pre_block.started,key_resp_start.started,pre_block.stopped,key_resp_start.keys,key_resp_start.rt,key_resp_start.duration,wait_screen.started,text_2.started,text_2.stopped,wait_screen.stopped,pre_cue.started,hor_line_precue.started,ver_line_precue.started,rot_line_precue.started,point_left.started,hor_line_precue.stopped,ver_line_precue.stopped,rot_line_precue.stopped,point_left.stopped,pre_cue.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,False,0.0034013999975286424,0.0076721000004909,0.0076721000004909,0.527859100002388,space,0.5122409999967203,None,,,,,,,,,,,,,,,427357,001,2026-06-16_16h12.57.537,bci_racingteam,,2026.1.1,120.80854744652821,2026-06-16 16h12.57.681106 +0200,
0,0,0,pics/feet.JPG,feet,0,0,0,0,0,0,0,1,3.5359316999965813,,,,,,,,,,0.5281859000024269,0.5332923000023584,3.5359316999965813,3.5239077000005636,3.530989099999715,3.5359316999965813,3.5359316999965813,3.5359316999965813,3.5359316999965813,5.5314792999997735,5.5314792999997735,5.5314792999997735,5.5314792999997735,5.524375000000873,427357,001,2026-06-16_16h12.57.537,bci_racingteam,,2026.1.1,120.80854744652821,2026-06-16 16h12.57.681106 +0200,
1,1,0,pics/left_hand.JPG,left_hand,0,0,0,0,0,1,1,0,5.5314792999997735,,,,,,,,,,,,,,5.524500500003342,5.5314792999997735,5.5314792999997735,5.5314792999997735,5.5314792999997735,7.523330900003202,7.523330900003202,7.523330900003202,7.523330900003202,7.515645200001018,427357,001,2026-06-16_16h12.57.537,bci_racingteam,,2026.1.1,120.80854744652821,2026-06-16 16h12.57.681106 +0200,
2,2,1,pics/feet.JPG,feet,,,,,1,2,2,1,7.523330900003202,,,,,,,,,,,,,,7.515780200003064,7.523330900003202,7.523330900003202,7.523330900003202,7.523330900003202,,,,,,,,,,,,,,
