thisN,thisTrialN,thisRepN,pic_name,class_mi,run.thisRepN,run.thisTrialN,run.thisN,run.thisIndex,trial.thisRepN,trial.thisTrialN,trial.thisN,trial.thisIndex,thisRow.t,notes,piloting,pre_block.started,text_pre_block.started,key_resp_start.started,pre_block.stopped,key_resp_start.keys,key_resp_start.rt,key_resp_start.duration,wait_screen.started,text_wait_screen.started,text_wait_screen.stopped,wait_screen.stopped,MI.started,move_circle.started,mi_circle.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,False,0.019215899985283613,0.02757139998720959,0.02757139998720959,0.3398280999972485,space,0.3059544999850914,None,,,,,,,,086534,001,2026-06-17_16h03.05.991,bci_circle,,2026.1.1,120.03144824135215,2026-06-17 16h03.06.065814 +0200,
0,0,0,pics/feet.JPG,feet,0,0,0,0,0,0,0,1,3.339559599990025,,,,,,,,,,0.34008269998594187,0.34522689998266287,3.339559599990025,3.3293320999946445,3.334460499987472,3.339559599990025,3.339559599990025,,,,,,,,,
