thisN,thisTrialN,thisRepN,pic_name,class_mi,run.thisRepN,run.thisTrialN,run.thisN,run.thisIndex,trial.thisRepN,trial.thisTrialN,trial.thisN,trial.thisIndex,thisRow.t,notes,piloting,pre_block.started,text_pre_block.started,key_resp_start.started,pre_block.stopped,key_resp_start.keys,key_resp_start.rt,key_resp_start.duration,wait_screen.started,text_wait_screen.started,text_wait_screen.stopped,wait_screen.stopped,MI.started,move_circle.started,mi_circle.started,image_mi.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,False,0.0249885999946855,0.03281760000390932,0.03281760000390932,0.3030247999704443,space,0.2627896000049077,None,,,,,,,,,272833,001,2026-06-19_09h30.42.915,bci_circle,,2026.1.1,119.46632005241081,2026-06-19 09h30.43.040264 +0200,
0,0,0,pics/left_hand.JPG,left_hand,0,0,0,0,0,0,0,0,3.326518899993971,,,,,,,,,,0.3034619999816641,0.3094293999602087,3.326518899993971,3.2937287999666296,3.3168759999680333,3.326518899993971,3.326518899993971,3.326518899993971,,,,,,,,,
