thisN,thisTrialN,thisRepN,pic_name,class_mi,run.thisRepN,run.thisTrialN,run.thisN,run.thisIndex,trial.thisRepN,trial.thisTrialN,trial.thisN,trial.thisIndex,thisRow.t,notes,piloting,pre_block.started,text_pre_block.started,key_resp_start.started,pre_block.stopped,key_resp_start.keys,key_resp_start.rt,key_resp_start.duration,wait_screen.started,text_wait_screen.started,text_wait_screen.stopped,wait_screen.stopped,MI.started,move_circle.started,mi_circle.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,False,0.007409599988022819,0.015944200014928356,0.015944200014928356,0.24475760001223534,space,0.21664830000372604,None,,,,,,,,245971,001,2026-06-17_16h22.44.662,bci_circle,,2026.1.1,119.28064229601793,2026-06-17 16h22.44.728415 +0200,
0,0,0,pics/left_hand.JPG,left_hand,0,0,0,0,0,0,0,0,3.244037500000559,,,,,,,,,,0.24499730000388809,0.24947579999570735,3.244037500000559,3.233418999996502,3.2388483000104316,3.244037500000559,3.244037500000559,,,,,,,,,
