thisN,thisTrialN,thisRepN,pic_name,class_mi,run.thisRepN,run.thisTrialN,run.thisN,run.thisIndex,trial.thisRepN,trial.thisTrialN,trial.thisN,trial.thisIndex,thisRow.t,notes,piloting,pre_block.started,text_pre_block.started,key_resp_start.started,pre_block.stopped,key_resp_start.keys,key_resp_start.rt,key_resp_start.duration,wait_screen.started,text_2.started,text_2.stopped,wait_screen.stopped,pre_cue.started,hor_line_precue.started,ver_line_precue.started,rot_line_precue.started,image.started,hor_line_precue.stopped,ver_line_precue.stopped,rot_line_precue.stopped,image.stopped,pre_cue.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,False,0.021829200006322935,0.025896300001477357,0.025896300001477357,1.3751925000033225,space,1.2955298000015318,None,,,,,,,,,,,,,,,337028,001,2026-06-16_16h47.55.146,bci_racingteam,,2026.1.1,120.2222187547466,2026-06-16 16h47.55.321127 +0200,
0,0,0,pics/left_hand.JPG,left_hand,0,0,0,0,0,0,0,0,4.379803300005733,,,,,,,,,,1.3754599000021699,1.3803805000061402,4.379803300005733,4.365969200000109,4.372890099999495,4.379803300005733,4.379803300005733,4.379803300005733,4.379803300005733,6.373546900002111,6.373546900002111,6.373546900002111,8.873889000002237,8.865737200001604,337028,001,2026-06-16_16h47.55.146,bci_racingteam,,2026.1.1,120.2222187547466,2026-06-16 16h47.55.321127 +0200,
1,1,0,pics/feet.JPG,feet,,,,,0,1,1,1,8.873889000002237,,,,,,,,,,,,,,8.868372100005217,8.873889000002237,8.873889000002237,8.873889000002237,8.873889000002237,,,,,,,,,,,,,,
