thisN,thisTrialN,thisRepN,pic_name,class_mi,run.thisRepN,run.thisTrialN,run.thisN,run.thisIndex,trial.thisRepN,trial.thisTrialN,trial.thisN,trial.thisIndex,thisRow.t,notes,piloting,pre_block.started,text_pre_block.started,key_resp_start.started,pre_block.stopped,key_resp_start.keys,key_resp_start.rt,key_resp_start.duration,wait_screen.started,text_2.started,text_2.stopped,wait_screen.stopped,pre_cue.started,hor_line_precue.started,ver_line_precue.started,rot_line_precue.started,point_left.started,point_right.started,dot_precue.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,False,0.0032580999977653846,0.007832299997971859,0.007832299997971859,0.3485537000015029,space,0.329122200004349,None,,,,,,,,,,,,145775,001,2026-06-16_16h26.22.874,bci_racingteam,,2026.1.1,119.3704877999071,2026-06-16 16h26.23.028433 +0200,
0,0,0,pics/left_hand.JPG,left_hand,0,0,0,0,0,0,0,0,3.3573832999973092,,,,,,,,,,0.34889619999739807,0.35334059999877354,3.3573832999973092,3.3440621999980067,3.3510755999959656,3.3573832999973092,3.3573832999973092,3.3573832999973092,3.3573832999973092,3.3573832999973092,3.3573832999973092,,,,,,,,,
