thisRow.t,notes,piloting,pre_block.started,text_pre_block.started,key_resp_start.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,False,0.0041075999979511835,0.01072790000034729,0.01072790000034729,,,,,,,,,
