thisN,thisTrialN,thisRepN,pic_name,class_mi,run.thisRepN,run.thisTrialN,run.thisN,run.thisIndex,trial.thisRepN,trial.thisTrialN,trial.thisN,trial.thisIndex,thisRow.t,notes,piloting,pre_block.started,text_pre_block.started,key_resp_start.started,pre_block.stopped,key_resp_start.keys,key_resp_start.rt,key_resp_start.duration,wait_screen.started,text_2.started,text_2.stopped,wait_screen.stopped,pre_cue.started,hor_line_precue.started,ver_line_precue.started,rot_line_precue.started,point_left.started,point_right.started,dot_precue.started,hor_line_precue.stopped,ver_line_precue.stopped,rot_line_precue.stopped,point_left.stopped,point_right.stopped,dot_precue.stopped,pre_cue.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,False,0.0034570999996503815,0.010027299998910166,0.010027299998910166,0.4086195999989286,space,0.38937650000298163,None,,,,,,,,,,,,,,,,,,,967506,001,2026-06-16_16h23.21.045,bci_racingteam,,2026.1.1,120.9587675816958,2026-06-16 16h23.21.216513 +0200,
0,0,0,pics/none.JPG,rest,0,0,0,0,0,0,0,2,3.4168900000004214,,,,,,,,,,0.4091091000009328,0.41300069999851985,3.4168900000004214,3.4030615000010584,3.4103409000017564,3.4168900000004214,3.4168900000004214,3.4168900000004214,3.4168900000004214,3.4168900000004214,3.4168900000004214,5.409650200002943,5.409650200002943,5.409650200002943,5.409650200002943,5.409650200002943,5.409650200002943,5.402486300001328,967506,001,2026-06-16_16h23.21.045,bci_racingteam,,2026.1.1,120.9587675816958,2026-06-16 16h23.21.216513 +0200,
1,1,0,pics/feet.JPG,feet,0,0,0,0,0,1,1,1,5.409650200002943,,,,,,,,,,,,,,5.402617300002021,5.409650200002943,5.409650200002943,5.409650200002943,5.409650200002943,5.409650200002943,5.409650200002943,7.401498100000026,7.401498100000026,7.401498100000026,7.401498100000026,7.401498100000026,7.401498100000026,7.393931799997517,967506,001,2026-06-16_16h23.21.045,bci_racingteam,,2026.1.1,120.9587675816958,2026-06-16 16h23.21.216513 +0200,
2,2,0,pics/left_hand.JPG,left_hand,0,0,0,0,0,2,2,0,7.401498100000026,,,,,,,,,,,,,,7.394047300003876,7.401498100000026,7.401498100000026,7.401498100000026,7.401498100000026,7.401498100000026,7.401498100000026,9.392908599998918,9.392908599998918,9.392908599998918,9.392908599998918,9.392908599998918,9.392908599998918,9.386029000001145,967506,001,2026-06-16_16h23.21.045,bci_racingteam,,2026.1.1,120.9587675816958,2026-06-16 16h23.21.216513 +0200,
3,3,1,pics/feet.JPG,feet,0,0,0,0,1,3,3,1,9.392908599998918,,,,,,,,,,,,,,9.386184499999217,9.392908599998918,9.392908599998918,9.392908599998918,9.392908599998918,9.392908599998918,9.392908599998918,11.384769800002687,11.384769800002687,11.384769800002687,11.384769800002687,11.384769800002687,11.384769800002687,11.37780329999805,967506,001,2026-06-16_16h23.21.045,bci_racingteam,,2026.1.1,120.9587675816958,2026-06-16 16h23.21.216513 +0200,
4,4,2,pics/feet.JPG,feet,0,0,0,0,2,4,4,1,11.384769800002687,,,,,,,,,,,,,,11.377950399997644,11.384769800002687,11.384769800002687,11.384769800002687,11.384769800002687,11.384769800002687,11.384769800002687,13.37645689999772,13.37645689999772,13.37645689999772,13.37645689999772,13.37645689999772,13.37645689999772,13.368883600000117,967506,001,2026-06-16_16h23.21.045,bci_racingteam,,2026.1.1,120.9587675816958,2026-06-16 16h23.21.216513 +0200,
5,5,1,pics/none.JPG,rest,,,,,1,5,5,2,13.37645689999772,,,,,,,,,,,,,,13.36900389999937,13.37645689999772,13.37645689999772,13.37645689999772,13.37645689999772,13.37645689999772,13.37645689999772,,,,,,,,,,,,,,,,
