thisN,thisTrialN,thisRepN,pic_name,class_mi,run.thisRepN,run.thisTrialN,run.thisN,run.thisIndex,trial.thisRepN,trial.thisTrialN,trial.thisN,trial.thisIndex,thisRow.t,notes,piloting,pre_block.started,text_pre_block.started,key_resp_start.started,pre_block.stopped,key_resp_start.keys,key_resp_start.rt,key_resp_start.duration,wait_screen.started,text_wait_screen.started,text_wait_screen.stopped,wait_screen.stopped,MI.started,move_circle.started,mi_circle.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,False,0.019800899986876175,0.027752199996029958,0.027752199996029958,0.15742110001156107,space,0.12355839999509044,None,,,,,,,,687972 ,001,2026-06-17_16h00.02.834,bci_circle,,2026.1.1,119.72047660732035,2026-06-17 16h00.02.910477 +0200,
0,0,0,pics/feet.JPG,feet,0,0,0,0,0,0,0,1,3.1641269999963697,,,,,,,,,,0.15767360001336783,0.16994900000281632,3.1641269999963697,3.1529840999864973,3.1583932999928948,3.1641269999963697,3.1641269999963697,,,,,,,,,
