thisN,thisTrialN,thisRepN,pic_name,class_mi,run.thisRepN,run.thisTrialN,run.thisN,run.thisIndex,trial.thisRepN,trial.thisTrialN,trial.thisN,trial.thisIndex,thisRow.t,notes,piloting,pre_block.started,text_pre_block.started,key_resp_start.started,pre_block.stopped,key_resp_start.keys,key_resp_start.rt,key_resp_start.duration,wait_screen.started,text_2.started,text_2.stopped,wait_screen.stopped,pre_cue.started,hor_line_precue.started,ver_line_precue.started,rot_line_precue.started,image.started,hor_line_precue.stopped,ver_line_precue.stopped,rot_line_precue.stopped,image.stopped,pre_cue.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,False,0.01848690000042552,0.022526500004460104,0.022526500004460104,0.5657905999978539,space,0.5372271000014734,None,,,,,,,,,,,,,,,510800,001,2026-06-16_16h49.53.301,bci_racingteam,,2026.1.1,119.92507081412303,2026-06-16 16h49.53.431833 +0200,
0,0,0,pics/left_hand.JPG,left_hand,0,0,0,0,0,0,0,0,3.5636377000046195,,,,,,,,,,0.5660858000046574,0.570517899999686,3.5636377000046195,3.5532300999984727,3.558620499999961,3.5636377000046195,3.5636377000046195,3.5636377000046195,3.5636377000046195,5.561719700002868,5.561719700002868,5.561719700002868,8.061433700000634,8.05536199999915,510800,001,2026-06-16_16h49.53.301,bci_racingteam,,2026.1.1,119.92507081412303,2026-06-16 16h49.53.431833 +0200,
1,1,0,pics/right_hand.JPG, right_hand,0,0,0,0,0,1,1,3,8.061433700000634,,,,,,,,,,,,,,8.055502299997897,8.061433700000634,8.061433700000634,8.061433700000634,8.061433700000634,10.053450999999768,10.053450999999768,10.053450999999768,12.552696300001116,12.546748000000662,510800,001,2026-06-16_16h49.53.301,bci_racingteam,,2026.1.1,119.92507081412303,2026-06-16 16h49.53.431833 +0200,
2,2,1,pics/left_hand.JPG,left_hand,,,,,1,2,2,0,12.552696300001116,,,,,,,,,,,,,,12.546863499999745,12.552696300001116,12.552696300001116,12.552696300001116,12.552696300001116,,,,,,,,,,,,,,
