thisN,thisTrialN,thisRepN,pic_name,class_mi,run.thisRepN,run.thisTrialN,run.thisN,run.thisIndex,trial.thisRepN,trial.thisTrialN,trial.thisN,trial.thisIndex,thisRow.t,notes,piloting,pre_block.started,text_pre_block.started,key_resp_start.started,pre_block.stopped,key_resp_start.keys,key_resp_start.rt,key_resp_start.duration,wait_screen.started,text_wait_screen.started,text_wait_screen.stopped,wait_screen.stopped,MI.started,move_circle.started,mi_circle.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,False,0.027659600018523633,0.03565080001135357,0.03565080001135357,0.07379870000295341,space,0.02512790000764653,None,,,,,,,,101247,001,2026-06-17_16h16.58.859,bci_circle,,2026.1.1,119.80754117880181,2026-06-17 16h16.58.943091 +0200,
0,0,0,pics/feet.JPG,feet,0,0,0,0,0,0,0,1,3.0800354999955744,,,,,,,,,,0.07405170000856742,0.0856019000057131,3.0800354999955744,3.069313999993028,3.0747139000159223,3.0800354999955744,3.0800354999955744,,,,,,,,,
