thisN,thisTrialN,thisRepN,pic_name,class_mi,run.thisRepN,run.thisTrialN,run.thisN,run.thisIndex,trial.thisRepN,trial.thisTrialN,trial.thisN,trial.thisIndex,thisRow.t,notes,piloting,pre_block.started,text_pre_block.started,key_resp_start.started,pre_block.stopped,key_resp_start.keys,key_resp_start.rt,key_resp_start.duration,wait_screen.started,text_wait_screen.started,wait_screen.stopped,MI.started,move_circle.started,mi_circle.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,False,0.012532100023236126,0.025313599995570257,0.025313599995570257,3.9481943999999203,space,3.8616877000022214,None,,,,,,,606063,001,2026-06-17_15h45.17.119,bci_circle,,2026.1.1,120.75646680703731,2026-06-17 15h45.17.320801 +0200,
0,0,0,pics/none.JPG,rest,0,0,0,0,0,0,0,2,6.9719740000145976,,,,,,,,,,3.949248400022043,3.9630886999948416,6.9520368000085,6.9582105000154115,6.9719740000145976,6.9719740000145976,,,,,,,,,
