thisN,thisTrialN,thisRepN,pic_name,class_mi,run.thisRepN,run.thisTrialN,run.thisN,run.thisIndex,trial.thisRepN,trial.thisTrialN,trial.thisN,trial.thisIndex,thisRow.t,notes,piloting,pre_block.started,text_pre_block.started,key_resp_start.started,pre_block.stopped,key_resp_start.keys,key_resp_start.rt,key_resp_start.duration,wait_screen.started,text_wait_screen.started,text_wait_screen.stopped,wait_screen.stopped,MI.started,move_circle.started,mi_circle.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,False,0.017501399997854605,0.025233799999114126,0.025233799999114126,0.19682029998512007,space,0.16278179999790154,None,,,,,,,,336921,001,2026-06-17_15h47.09.298,bci_circle,,2026.1.1,120.09271158026004,2026-06-17 15h47.09.371331 +0200,
0,0,0,pics/none.JPG,rest,0,0,0,0,0,0,0,2,3.213908299978357,,,,,,,,,,0.19708159999572672,0.20870219997595996,3.213908299978357,3.1923546999751125,3.1977456999884453,3.213908299978357,3.213908299978357,,,,,,,,,
