thisN,thisTrialN,thisRepN,pic_name,class_mi,run.thisRepN,run.thisTrialN,run.thisN,run.thisIndex,trial.thisRepN,trial.thisTrialN,trial.thisN,trial.thisIndex,thisRow.t,notes,piloting,pre_block.started,text_pre_block.started,key_resp_start.started,pre_block.stopped,key_resp_start.keys,key_resp_start.rt,key_resp_start.duration,wait_screen.started,text_wait_screen.started,wait_screen.stopped,MI.started,move_circle.started,mi_circle.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,False,0.007070100022247061,0.01953040002263151,0.01953040002263151,0.5113865000021178,space,0.48343239998212084,None,,,,,,,632483,001,2026-06-17_16h13.43.124,bci_circle,,2026.1.1,109.06861943695634,2026-06-17 16h13.43.206412 +0200,
0,0,0,pics/feet.JPG,feet,0,0,0,0,0,0,0,1,3.534536899998784,,,,,,,,,,0.5117158000066411,0.52537110002595,3.514155800017761,3.5245336000225507,3.534536899998784,3.534536899998784,,,,,,,,,
