pic_name,class_mi,trial.thisRepN,trial.thisTrialN,trial.thisN,trial.thisIndex,thisRow.t,notes,pre_run.started,text_pre_run.started,key_resp_start.started,pre_run.stopped,key_resp_start.keys,key_resp_start.rt,key_resp_start.duration,pre_cue.started,hor_line_precue.started,ver_line_precue.started,hor_line_precue.stopped,ver_line_precue.stopped,pre_cue.stopped,cue.started,hor_line_cue.started,ver_line_cue.started,image_cue.started,hor_line_cue.stopped,ver_line_cue.stopped,image_cue.stopped,cue.stopped,MI.started,image_mi.started,image_mi.stopped,MI.stopped,pause.started,text_pause.started,text_pause.stopped,pause.stopped,post_run.started,text_post_run.started,key_resp_end.started,post_run.stopped,key_resp_end.keys,key_resp_end.rt,key_resp_end.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
pics/hand.png,hand,4,1,9,1,68.65018079988658,,,,,,,,,68.63507669977844,68.65018079988658,68.65018079988658,69.18342879973352,69.18342879973352,69.13439559936523,69.13443129975349,69.18342879973352,69.18342879973352,69.18342879973352,70.21675040014088,70.21675040014088,70.21675040014088,70.16768319997936,70.167719299905,70.21675040014088,72.2167751993984,72.2008902002126,72.20092689990997,72.2167751993984,76.21659039985389,76.20074179954827,,,,,,,,428356,001,2024-06-06_14h25.49.278,bci_racingteam,2023.2.1,60.03600969109067,2024-06-06 14h25.56.434070 +0200,
pics/foot.png,foot,5,0,10,0,76.21659039985389,,,,,,,,,76.20149329956621,76.21659039985389,76.21659039985389,76.76662559993565,76.76662559993565,76.70089999958873,76.70093809999526,76.76662559993565,76.76662559993565,76.76662559993565,77.79984849970788,77.79984849970788,77.79984849970788,77.75092929974198,77.75096909981221,77.79984849970788,79.79986459948123,79.783996200189,79.78403329942375,79.79986459948123,83.7997332001105,83.78388539981097,,,,,,,,428356,001,2024-06-06_14h25.49.278,bci_racingteam,2023.2.1,60.03600969109067,2024-06-06 14h25.56.434070 +0200,
pics/hand.png,hand,5,1,11,1,83.7997332001105,,,,,,,,,83.78463630005717,83.7997332001105,83.7997332001105,84.33301149960607,84.33301149960607,84.28394659981132,84.28398470021784,84.33301149960607,84.33301149960607,84.33301149960607,85.36634160019457,85.36634160019457,85.36634160019457,85.31727060023695,85.3173067998141,85.36634160019457,87.3662919998169,87.35041119996458,87.35044739954174,87.3662919998169,91.36619920004159,91.35046250000596,,,,,,,,428356,001,2024-06-06_14h25.49.278,bci_racingteam,2023.2.1,60.03600969109067,2024-06-06 14h25.56.434070 +0200,
pics/foot.png,foot,6,0,12,0,91.36619920004159,,,,,,,,,91.3512081997469,91.36619920004159,91.36619920004159,91.8994458001107,91.8994458001107,91.85036920011044,91.85040599945933,91.8994458001107,91.8994458001107,91.8994458001107,92.93276319932193,92.93276319932193,92.93276319932193,92.88374199997634,92.88377919979393,92.93276319932193,94.93277690000832,94.9169370001182,94.91697369981557,94.93277690000832,98.93270989973098,98.91677519958466,,,,,,,,428356,001,2024-06-06_14h25.49.278,bci_racingteam,2023.2.1,60.03600969109067,2024-06-06 14h25.56.434070 +0200,
pics/hand.png,hand,6,1,13,1,98.93270989973098,,,,,,,,,98.91758359968662,98.93270989973098,98.93270989973098,99.46590579953045,99.46590579953045,99.41686039976776,99.41689779981971,99.46590579953045,99.46590579953045,99.46590579953045,100.49925250001252,100.49925250001252,100.49925250001252,100.45024499949068,100.45028280001134,100.49925250001252,102.49921499937773,102.48331130016595,102.48334839940071,102.49921499937773,106.49923039972782,106.48337069991976,,,,,,,,428356,001,2024-06-06_14h25.49.278,bci_racingteam,2023.2.1,60.03600969109067,2024-06-06 14h25.56.434070 +0200,
pics/foot.png,foot,7,0,14,0,106.49923039972782,,,,,,,,,106.48411630000919,106.49923039972782,106.49923039972782,107.04922909941524,107.04922909941524,106.98350800015032,106.98354540020227,107.04922909941524,107.04922909941524,107.04922909941524,108.09926959965378,108.09926959965378,108.09926959965378,108.03358019981533,108.03362239990383,108.09926959965378,110.09912909939885,110.08333479985595,110.08338029962033,110.09912909939885,114.09898149967194,114.08301110006869,,,,,,,,428356,001,2024-06-06_14h25.49.278,bci_racingteam,2023.2.1,60.03600969109067,2024-06-06 14h25.56.434070 +0200,
pics/hand.png,hand,7,1,15,1,114.09898149967194,,,,,,,,,114.08368590008467,114.09898149967194,114.09898149967194,114.63215629942715,114.63215629942715,114.58310509938747,114.58313990011811,114.63215629942715,114.63215629942715,114.63215629942715,115.6655935999006,115.6655935999006,115.6655935999006,115.6164173996076,115.61645179986954,115.6655935999006,117.66559339966625,117.64966029953212,117.64969509933144,117.66559339966625,121.66541370004416,121.64949319977313,,,,,,,,428356,001,2024-06-06_14h25.49.278,bci_racingteam,2023.2.1,60.03600969109067,2024-06-06 14h25.56.434070 +0200,
pics/foot.png,foot,8,0,16,0,121.66541370004416,,,,,,,,,121.65017270017415,121.66541370004416,121.66541370004416,122.19863840006292,122.19863840006292,122.14959469996393,122.14962830021977,122.19863840006292,122.19863840006292,122.19863840006292,123.23199559934437,123.23199559934437,123.23199559934437,123.1830768994987,123.18311129976064,123.23199559934437,125.23201049957424,125.21604959946126,125.21608529984951,125.23201049957424,129.23183050006628,129.2159469993785,,,,,,,,428356,001,2024-06-06_14h25.49.278,bci_racingteam,2023.2.1,60.03600969109067,2024-06-06 14h25.56.434070 +0200,
pics/foot.png,foot,8,1,17,0,129.23183050006628,,,,,,,,,129.2166494000703,129.23183050006628,129.23183050006628,129.78187039960176,129.78187039960176,129.71613429952413,129.71617319993675,129.78187039960176,129.78187039960176,129.78187039960176,130.8150582993403,130.8150582993403,130.8150582993403,130.76597579941154,130.76601209957153,130.8150582993403,132.81509809941053,132.79935979936272,132.79939999990165,132.81509809941053,136.81505890004337,136.7991720000282,,,,,,,,428356,001,2024-06-06_14h25.49.278,bci_racingteam,2023.2.1,60.03600969109067,2024-06-06 14h25.56.434070 +0200,
pics/hand.png,hand,9,0,18,1,136.81505890004337,,,,,,,,,136.79992709960788,136.81505890004337,136.81505890004337,137.3482387000695,137.3482387000695,137.29920579958707,137.29924369975924,137.3482387000695,137.3482387000695,137.3482387000695,138.3815263994038,138.3815263994038,138.3815263994038,138.3325787000358,138.33261599950492,138.3815263994038,140.38152679987252,140.36574659962207,140.36578399967402,140.38152679987252,144.3814230998978,144.3656831001863,,,,,,,,428356,001,2024-06-06_14h25.49.278,bci_racingteam,2023.2.1,60.03600969109067,2024-06-06 14h25.56.434070 +0200,
pics/foot.png,foot,9,1,19,0,144.3814230998978,,,,,,,,,144.36641499958932,144.3814230998978,144.3814230998978,144.91474669985473,144.91474669985473,144.86569250002503,144.86573070008308,144.91474669985473,144.91474669985473,144.91474669985473,145.94804350007325,145.94804350007325,145.94804350007325,145.89899889938533,145.89903579931706,145.94804350007325,147.9480671994388,147.9321616999805,147.93220009934157,147.9480671994388,151.94787689950317,151.93204949982464,,,,,,,,428356,001,2024-06-06_14h25.49.278,bci_racingteam,2023.2.1,60.03600969109067,2024-06-06 14h25.56.434070 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.93217709939927,151.94787689950317,151.94787689950317,175.5988734997809,space,23.64144039992243,None,428356,001,2024-06-06_14h25.49.278,bci_racingteam,2023.2.1,60.03600969109067,2024-06-06 14h25.56.434070 +0200,
