pic_name,class_mi,run.thisRepN,run.thisTrialN,run.thisN,run.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,pre_block.started,text_pre_block.started,key_resp_start.started,pre_block.stopped,key_resp_start.keys,key_resp_start.rt,key_resp_start.duration,wait_screen.started,text_2.started,wait_screen.stopped,pre_cue.started,hor_line_precue.started,ver_line_precue.started,hor_line_precue.stopped,ver_line_precue.stopped,pre_cue.stopped,MI.started,image_mi.started,polygon_2.started,polygon_3.started,polygon.started,image_mi.stopped,polygon_2.stopped,polygon_3.stopped,polygon.stopped,MI.stopped,pause.started,text_pause.started,text_pause.stopped,pause.stopped,run_break.started,text.started,key_resp.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,0.00888469999699737,0.020504599997366313,0.020504599997366313,0.914026799997373,space,0.8930967999986024,None,,,,,,,,,,,,,,,,,,,,,,,,,,,427743,001,2024-10-17_15h28.46.248,online_paradigm,2024.1.2,None,2024-10-17 15h28.51.904316 +0200,
pics/left_hand.JPG,left_hand,0,0,0,0,0,0,0,0,3.9376071999977285,,,,,,,,,0.9152484000005643,0.936952799998835,3.924407799997425,3.9293135999978404,3.9376071999977285,3.9376071999977285,5.954115199998341,5.954115199998341,5.924787500000093,5.924811199998658,5.954115199998341,5.954115199998341,5.954115199998341,5.954115199998341,10.469751799999358,10.469751799999358,10.469751799999358,10.469751799999358,10.44821260000026,10.448239099998318,10.469751799999358,12.993296099997679,12.975453499999276,,,,427743,001,2024-10-17_15h28.46.248,online_paradigm,2024.1.2,None,2024-10-17 15h28.51.904316 +0200,
pics/feet.JPG,feet,0,0,0,0,0,1,1,2,12.993296099997679,,,,,,,,,,,,12.975821899999573,12.993296099997679,12.993296099997679,15.020543200000247,15.020543200000247,15.001545699997223,15.001577399998496,15.020543200000247,15.020543200000247,15.020543200000247,15.020543200000247,19.52043109999795,19.52043109999795,19.52043109999795,19.52043109999795,19.50841869999931,19.50844320000033,19.52043109999795,22.020481600000494,22.007966999997734,,,,427743,001,2024-10-17_15h28.46.248,online_paradigm,2024.1.2,None,2024-10-17 15h28.51.904316 +0200,
pics/mental_singing.JPG,mental_singing,0,0,0,0,0,2,2,3,22.020481600000494,,,,,,,,,,,,22.008362099997612,22.020481600000494,22.020481600000494,24.03592099999878,24.03592099999878,24.007656899997528,24.007680399998208,24.03592099999878,24.03592099999878,24.03592099999878,24.03592099999878,28.5368032999977,28.5368032999977,28.5368032999977,28.5368032999977,28.525049100000615,28.52507289999994,28.5368032999977,31.03691659999822,31.024005100000068,,,,427743,001,2024-10-17_15h28.46.248,online_paradigm,2024.1.2,None,2024-10-17 15h28.51.904316 +0200,
pics/right_hand.JPG,right_hand,0,0,0,0,0,3,3,1,31.03691659999822,,,,,,,,,,,,31.024388499998167,31.03691659999822,31.03691659999822,33.036843599998974,33.036843599998974,33.023992599999474,33.024017699997785,33.036843599998974,33.036843599998974,33.036843599998974,33.036843599998974,37.55236949999744,37.55236949999744,37.55236949999744,37.55236949999744,37.53254519999973,37.532575299999735,37.55236949999744,40.07769189999817,40.05314409999846,,,,427743,001,2024-10-17_15h28.46.248,online_paradigm,2024.1.2,None,2024-10-17 15h28.51.904316 +0200,
pics/feet.JPG,feet,0,0,0,0,1,0,4,2,40.07769189999817,,,,,,,,,,,,40.053483899999264,40.07769189999817,40.07769189999817,42.10406499999954,42.10406499999954,42.075194699998974,42.075221999999485,42.10406499999954,42.10406499999954,42.10406499999954,42.10406499999954,46.627951099999336,46.627951099999336,46.627951099999336,46.627951099999336,46.60903939999844,46.609064500000386,46.627951099999336,49.137585299999046,49.12504839999747,,,,427743,001,2024-10-17_15h28.46.248,online_paradigm,2024.1.2,None,2024-10-17 15h28.51.904316 +0200,
pics/left_hand.JPG,left_hand,0,0,0,0,1,1,5,0,49.137585299999046,,,,,,,,,,,,49.12548719999904,49.137585299999046,49.137585299999046,51.15247069999896,51.15247069999896,51.14007439999841,51.14009789999909,51.15247069999896,51.15247069999896,51.15247069999896,51.15247069999896,55.67681739999898,55.67681739999898,55.67681739999898,55.67681739999898,55.65777890000027,55.657805499999085,55.67681739999898,58.18823820000034,58.17570799999885,,,,427743,001,2024-10-17_15h28.46.248,online_paradigm,2024.1.2,None,2024-10-17 15h28.51.904316 +0200,
pics/right_hand.JPG,right_hand,0,0,0,0,1,2,6,1,58.18823820000034,,,,,,,,,,,,58.1760921999994,58.18823820000034,58.18823820000034,60.20985429999928,60.20985429999928,60.17654129999937,60.176568200000474,60.20985429999928,60.20985429999928,60.20985429999928,60.20985429999928,64.72687020000012,64.72687020000012,64.72687020000012,64.72687020000012,64.70896509999875,64.70899369999825,64.72687020000012,67.2839043999993,67.26807259999987,,,,427743,001,2024-10-17_15h28.46.248,online_paradigm,2024.1.2,None,2024-10-17 15h28.51.904316 +0200,
pics/mental_singing.JPG,mental_singing,0,0,0,0,1,3,7,3,67.2839043999993,,,,,,,,,,,,67.26867940000011,67.2839043999993,67.2839043999993,69.31987809999919,69.31987809999919,69.2939237999999,69.29395429999931,69.31987809999919,69.31987809999919,69.31987809999919,69.31987809999919,73.87284829999771,73.87284829999771,73.87284829999771,73.87284829999771,73.81008329999895,73.81012550000014,73.87284829999771,76.39467389999845,76.37473789999785,,,,427743,001,2024-10-17_15h28.46.248,online_paradigm,2024.1.2,None,2024-10-17 15h28.51.904316 +0200,
pics/right_hand.JPG,right_hand,0,0,0,0,2,0,8,1,76.39467389999845,,,,,,,,,,,,76.37521999999808,76.39467389999845,76.39467389999845,78.42000719999851,78.42000719999851,78.40091689999826,78.40095440000005,78.42000719999851,78.42000719999851,78.42000719999851,78.42000719999851,82.93632539999817,82.93632539999817,82.93632539999817,82.93632539999817,82.92011319999801,82.92015669999819,82.93632539999817,85.43590409999888,85.42534199999864,,,,427743,001,2024-10-17_15h28.46.248,online_paradigm,2024.1.2,None,2024-10-17 15h28.51.904316 +0200,
