pic_name,class_mi,run.thisRepN,run.thisTrialN,run.thisN,run.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,pre_block.started,text_pre_block.started,key_resp_start.started,pre_block.stopped,key_resp_start.keys,key_resp_start.rt,key_resp_start.duration,wait_screen.started,text_2.started,wait_screen.stopped,pre_cue.started,hor_line_precue.started,ver_line_precue.started,hor_line_precue.stopped,ver_line_precue.stopped,pre_cue.stopped,MI.started,image_mi.started,polygon_2.started,polygon_3.started,polygon.started,image_mi.stopped,polygon_2.stopped,polygon_3.stopped,polygon.stopped,MI.stopped,pause.started,text_pause.started,text_pause.stopped,pause.stopped,run_break.started,text.started,key_resp.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
pics/right_hand.JPG,right_hand,0,0,0,0,2,1,9,1,85.43590409999888,,,,,,,,,,,,85.42572859999927,85.43590409999888,85.43590409999888,87.45156439999846,87.45156439999846,87.42465900000025,87.42468279999957,87.45156439999846,87.45156439999846,87.45156439999846,87.45156439999846,91.95300209999914,91.95300209999914,91.95300209999914,91.95300209999914,91.94212849999894,91.94216649999726,91.95300209999914,94.45236569999906,94.43990789999953,,,,427743,001,2024-10-17_15h28.46.248,online_paradigm,2024.1.2,None,2024-10-17 15h28.51.904316 +0200,
pics/mental_singing.JPG,mental_singing,0,0,0,0,2,2,10,3,94.45236569999906,,,,,,,,,,,,94.44028139999864,94.45236569999906,94.45236569999906,96.47173939999993,96.47173939999993,96.45345129999987,96.45349630000055,96.47173939999993,96.47173939999993,96.47173939999993,96.47173939999993,100.98645449999822,100.98645449999822,100.98645449999822,100.98645449999822,100.97673600000053,100.97677969999859,100.98645449999822,103.48580349999975,103.47329829999944,,,,427743,001,2024-10-17_15h28.46.248,online_paradigm,2024.1.2,None,2024-10-17 15h28.51.904316 +0200,
pics/left_hand.JPG,left_hand,0,0,0,0,2,3,11,0,103.48580349999975,,,,,,,,,,,,103.4736387999983,103.48580349999975,103.48580349999975,105.50273649999872,105.50273649999872,105.47391119999884,105.47393689999808,105.50273649999872,105.50273649999872,105.50273649999872,105.50273649999872,110.001501499999,110.001501499999,110.001501499999,110.001501499999,109.99034559999927,109.99037300000055,110.001501499999,112.50175589999708,112.49041969999962,,,,427743,001,2024-10-17_15h28.46.248,online_paradigm,2024.1.2,None,2024-10-17 15h28.51.904316 +0200,
pics/mental_singing.JPG,mental_singing,0,0,0,0,3,0,12,3,112.50175589999708,,,,,,,,,,,,112.4908034,112.50175589999708,112.50175589999708,114.53355849999934,114.53355849999934,114.5063029999983,114.50632829999813,114.53355849999934,114.53355849999934,114.53355849999934,114.53355849999934,119.03458769999997,119.03458769999997,119.03458769999997,119.03458769999997,119.02390489999743,119.02393419999862,119.03458769999997,121.53538969999863,121.5242991999985,,,,427743,001,2024-10-17_15h28.46.248,online_paradigm,2024.1.2,None,2024-10-17 15h28.51.904316 +0200,
pics/mental_singing.JPG,mental_singing,0,0,0,0,3,1,13,3,121.53538969999863,,,,,,,,,,,,121.52480529999957,121.53538969999863,121.53538969999863,123.55001709999851,123.55001709999851,123.5228117000006,123.52284839999993,123.55001709999851,123.55001709999851,123.55001709999851,123.55001709999851,128.0509310999987,128.0509310999987,128.0509310999987,128.0509310999987,128.04064079999807,128.04067329999816,128.0509310999987,130.5509631999994,130.53985749999993,,,,427743,001,2024-10-17_15h28.46.248,online_paradigm,2024.1.2,None,2024-10-17 15h28.51.904316 +0200,
pics/feet.JPG,feet,0,0,0,0,3,2,14,2,130.5509631999994,,,,,,,,,,,,130.5402789999971,130.5509631999994,130.5509631999994,132.56662270000015,132.56662270000015,132.55037739999898,132.5504172999972,132.56662270000015,132.56662270000015,132.56662270000015,132.56662270000015,137.06862449999971,137.06862449999971,137.06862449999971,137.06862449999971,137.05831099999705,137.0583504999995,137.06862449999971,139.56763639999917,139.5570501000002,,,,427743,001,2024-10-17_15h28.46.248,online_paradigm,2024.1.2,None,2024-10-17 15h28.51.904316 +0200,
pics/left_hand.JPG,left_hand,0,0,0,0,3,3,15,0,139.56763639999917,,,,,,,,,,,,139.5574532999999,139.56763639999917,139.56763639999917,141.5832120999985,141.5832120999985,141.55689209999764,141.5569308999984,141.5832120999985,141.5832120999985,141.5832120999985,141.5832120999985,146.08390979999967,146.08390979999967,146.08390979999967,146.08390979999967,146.0737857999993,146.07381559999703,146.08390979999967,148.58360749999702,148.57257089999985,,,,427743,001,2024-10-17_15h28.46.248,online_paradigm,2024.1.2,None,2024-10-17 15h28.51.904316 +0200,
pics/left_hand.JPG,left_hand,0,0,0,0,4,0,16,0,148.58360749999702,,,,,,,,,,,,148.57301799999914,148.58360749999702,148.58360749999702,150.5992761999987,150.5992761999987,150.5724511999979,150.57248009999967,150.5992761999987,150.5992761999987,150.5992761999987,150.5992761999987,155.1188497999974,155.1188497999974,155.1188497999974,155.1188497999974,155.0950410000005,155.0951079999977,155.1188497999974,157.64253559999997,157.62004669999806,,,,427743,001,2024-10-17_15h28.46.248,online_paradigm,2024.1.2,None,2024-10-17 15h28.51.904316 +0200,
pics/feet.JPG,feet,0,0,0,0,4,1,17,2,157.64253559999997,,,,,,,,,,,,157.62055419999888,157.64253559999997,157.64253559999997,159.66650599999775,159.66650599999775,159.6394642999985,159.6394908000002,159.66650599999775,159.66650599999775,159.66650599999775,159.66650599999775,164.20273420000012,164.20273420000012,164.20273420000012,164.20273420000012,164.18108459999712,164.1811357000006,164.20273420000012,166.7353441999985,166.7165559999994,,,,427743,001,2024-10-17_15h28.46.248,online_paradigm,2024.1.2,None,2024-10-17 15h28.51.904316 +0200,
pics/feet.JPG,feet,0,0,0,0,4,2,18,2,166.7353441999985,,,,,,,,,,,,166.7172759999994,166.7353441999985,166.7353441999985,168.78572630000053,168.78572630000053,168.74737280000045,168.74741910000012,168.78572630000053,168.78572630000053,168.78572630000053,168.78572630000053,173.30168589999812,173.30168589999812,173.30168589999812,173.30168589999812,173.2859118999986,173.28593980000005,173.30168589999812,175.81650309999895,175.80338299999858,,,,427743,001,2024-10-17_15h28.46.248,online_paradigm,2024.1.2,None,2024-10-17 15h28.51.904316 +0200,
pics/right_hand.JPG,right_hand,0,0,0,0,4,3,19,1,175.81650309999895,,,,,,,,,,,,175.80369380000047,175.81650309999895,175.81650309999895,177.83966019999934,177.83966019999934,177.821219999998,177.82124420000036,177.83966019999934,177.83966019999934,177.83966019999934,177.83966019999934,182.3497482999992,182.3497482999992,182.3497482999992,182.3497482999992,182.33764919999885,182.33767509999961,182.3497482999992,184.84916389999853,184.83719899999778,,,,427743,001,2024-10-17_15h28.46.248,online_paradigm,2024.1.2,None,2024-10-17 15h28.51.904316 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.83731319999788,184.84916389999853,184.84916389999853,,,,,,,,
