thisRow.t,notes,pre_block.started,text_pre_block.started,key_resp_start.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.02220390000002226,0.0325276000003214,0.0325276000003214,,,,,,,,
