thisRow.t,notes,pre_block.started,text_pre_block.started,key_resp_start.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.018408300005830824,0.03348689991980791,0.03348689991980791,,,,,,,,
