run.thisRepN,run.thisTrialN,run.thisN,run.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,pic_name,class_mi,thisRow.t,notes,pre_block.started,text_pre_block.started,key_resp_start.started,pre_block.stopped,key_resp_start.keys,key_resp_start.rt,key_resp_start.duration,wait_screen.started,text_2.started,wait_screen.stopped,pre_cue.started,hor_line_precue.started,ver_line_precue.started,hor_line_precue.stopped,ver_line_precue.stopped,pre_cue.stopped,MI.started,image_mi.started,polygon_2.started,polygon_3.started,polygon.started,image_mi.stopped,polygon_2.stopped,polygon_3.stopped,polygon.stopped,MI.stopped,pause.started,text_pause.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,0.01127220000125817,0.024508599999535363,0.024508599999535363,2.1903982000003452,space,2.163909999999305,None,,,,,,,,,,,,,,,,,,,,,,622585,001,2024-10-17_14h20.38.639,online_paradigm,2024.1.2,None,2024-10-17 14h20.44.553962 +0200,
,,,,,,,,,,5.207891199999722,,,,,,,,,2.1914242999991984,2.207323999999062,5.19470839999849,5.198905000001105,5.207891199999722,5.207891199999722,7.223280900001555,7.223280900001555,7.194599400001607,7.194621400001779,7.223280900001555,7.223280900001555,7.223280900001555,7.223280900001555,11.724986599998374,11.724986599998374,11.724986599998374,11.724986599998374,11.71327200000087,11.713299399998505,11.724986599998374,,,,,,,,
