thisRow.t,notes,pre_block.started,text_pre_block.started,key_resp_start.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.017301699961535633,0.04070679994765669,0.04070679994765669,,,,,,,,
