thisRow.t,notes,pre_block.started,text_pre_block.started,key_resp_start.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.021870599943213165,0.0546755000250414,0.0546755000250414,,,,,,,,
