thisN,thisTrialN,thisRepN,pic_name,class_mi,run.thisRepN,run.thisTrialN,run.thisN,run.thisIndex,trial.thisRepN,trial.thisTrialN,trial.thisN,trial.thisIndex,thisRow.t,notes,piloting,pre_block.started,text_pre_block.started,key_resp_start.started,pre_block.stopped,key_resp_start.keys,key_resp_start.rt,key_resp_start.duration,wait_screen.started,text_wait_screen.started,text_wait_screen.stopped,wait_screen.stopped,MI.started,move_circle.started,mi_circle.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,False,0.029081599990604445,0.03700769998249598,0.03700769998249598,0.2244648999767378,space,0.17824120001750998,None,,,,,,,,330067\,001,2026-06-17_15h49.33.442,bci_circle,,2026.1.1,120.47641194653463,2026-06-17 15h49.33.529247 +0200,
0,0,0,pics/left_hand.JPG,left_hand,0,0,0,0,0,0,0,0,3.231583299988415,,,,,,,,,,0.22470719998818822,0.23733010000432841,3.231583299988415,3.2205806999991182,3.226052799989702,3.231583299988415,3.231583299988415,,,,,,,,,
